location_id,latitude,longitude,flood_severity,population_density,avg_income,predominant_household_type,demand_hygiene,demand_clothing,demand_food,nearest_dist_point_id,dist_point_latitude,dist_point_longitude,distance_to_point_km,point_capacity_hygiene,point_capacity_clothing,point_capacity_food,accessibility_score
LOC_ebf735b2,-23.59640648782596,-46.572245772182775,3,288.15,3368.6,Família com Crianças,4,6,7,DP_e3b3e572,-23.56900733739578,-46.57788991054601,3.1,9,7,9,3
LOC_5ff98a59,-23.49481871925189,-46.79584255435477,3,1147.81,2004.13,Adulto Sozinho,5,6,5,DP_278ff609,-23.520351156484153,-46.78442654717463,3.06,2,4,1,4
LOC_e0ccc044,-23.4345472895815,-46.68911188793809,4,2385.06,5579.48,Adulto Sozinho,8,7,8,DP_3a71bf58,-23.43519692543406,-46.70158743862493,1.27,7,7,10,6
LOC_46e267d3,-23.687537960719233,-46.69042129879159,2,2835.32,4343.27,Casal,4,5,1,DP_92787c0a,-23.63476440130138,-46.71492660975597,6.37,3,10,2,5
LOC_de0b4aae,-23.689134302499706,-46.77607570665394,1,555.6,2081.72,Família com Crianças,3,1,7,DP_3fa9402c,-23.643582018815305,-46.79543261504149,5.43,7,5,6,5
LOC_14a25785,-23.5053583291514,-46.66692422057909,3,1004.27,6422.3,Família com Crianças,7,10,7,DP_b94f8228,-23.501066491511626,-46.685593555369756,1.96,1,5,9,4
LOC_89598afc,-23.45900332650558,-46.59691827165226,3,1991.03,4117.72,Família com Crianças,3,4,8,DP_add8a21a,-23.445722312961912,-46.579277303118424,2.32,3,6,10,7
LOC_76e0e24b,-23.62488033900601,-46.69628022448997,2,4497.03,959.21,Família com Crianças,5,4,2,DP_d3d78729,-23.622196965111417,-46.67848120761651,1.83,2,3,6,6
LOC_840ee49c,-23.50501513941262,-46.7605768613925,3,292.69,2059.09,Casal,6,2,7,DP_a54904ce,-23.51353339304898,-46.74593307234313,1.77,5,2,8,7
LOC_e5bbdeeb,-23.61340323890951,-46.509947989565624,3,503.11,5689.26,Casal,5,3,2,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.06,7,4,3,8
LOC_c18e7c63,-23.540878712366528,-46.7317737837639,1,323.76,1171.21,Adulto Sozinho,1,2,1,DP_eeaf801e,-23.531213276674276,-46.71786423760367,1.78,7,3,5,9
LOC_deadd1b3,-23.50320313734264,-46.66466475490444,2,484.55,500.0,Adulto Sozinho,1,5,7,DP_b94f8228,-23.501066491511626,-46.685593555369756,2.14,1,5,9,9
LOC_8acbf20c,-23.543984285406555,-46.67682471820104,3,1624.15,6268.88,Família com Crianças,4,5,9,DP_5af9beb7,-23.54347991050569,-46.675420925446126,0.15,9,8,9,6
LOC_e10dae85,-23.45357264495602,-46.60481592417698,4,1430.0,2004.57,Família com Crianças,10,8,8,DP_add8a21a,-23.445722312961912,-46.579277303118424,2.74,3,6,10,4
LOC_0b9fb3e7,-23.435445480161924,-46.741164155349445,2,1691.74,500.0,Casal,5,5,3,DP_3a71bf58,-23.43519692543406,-46.70158743862493,4.03,7,7,10,6
LOC_d68c8912,-23.42751526403402,-46.74342889844669,2,199.55,1147.98,Casal,2,3,3,DP_3a71bf58,-23.43519692543406,-46.70158743862493,4.35,7,7,10,6
LOC_559b79f7,-23.61787735643357,-46.77806933533479,2,1566.29,877.42,Casal,4,3,2,DP_07311449,-23.630234365078177,-46.79922003486498,2.55,1,4,9,6
LOC_41f47811,-23.498916160034167,-46.62080786322004,3,1259.18,941.25,Adulto Sozinho,3,4,3,DP_2797e0bd,-23.51956257185729,-46.63257593664645,2.59,2,4,3,6
LOC_d4489fae,-23.686292467382536,-46.76111365881204,1,1436.03,981.65,Família com Crianças,4,1,1,DP_3fa9402c,-23.643582018815305,-46.79543261504149,5.89,7,5,6,5
LOC_6f197b73,-23.43685173399995,-46.661514584826335,3,392.79,500.0,Adulto Sozinho,5,8,4,DP_f793fdd2,-23.431616529114766,-46.66263748164485,0.59,6,7,7,7
LOC_d4eba5a7,-23.46739839756876,-46.68897101075639,3,1606.96,2153.06,Família com Crianças,5,6,3,DP_e85b803d,-23.476551386484136,-46.672197503533354,1.99,9,3,4,6
LOC_2e23670a,-23.648483408747996,-46.73437177261485,1,533.03,2936.29,Casal,3,3,5,DP_92787c0a,-23.63476440130138,-46.71492660975597,2.5,3,10,2,9
LOC_8fba9abd,-23.569501190631904,-46.559348296165666,2,3005.36,3866.68,Casal,3,3,4,DP_e3b3e572,-23.56900733739578,-46.57788991054601,1.89,9,7,9,5
LOC_9cf5203c,-23.650140169380446,-46.72165578017305,3,658.56,784.85,Família com Crianças,5,9,10,DP_92787c0a,-23.63476440130138,-46.71492660975597,1.84,3,10,2,7
LOC_88c03108,-23.41455140184907,-46.799354773670395,1,764.85,500.0,Casal,2,4,1,DP_5efad43c,-23.449178349861636,-46.78862134213231,4.0,4,10,5,8
LOC_51047b4d,-23.58929077251862,-46.50626045421927,3,581.12,5004.13,Família com Crianças,7,10,3,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.97,7,4,3,6
LOC_51470127,-23.485452461603725,-46.6715513912764,3,952.86,4142.16,Família com Crianças,5,7,5,DP_e85b803d,-23.476551386484136,-46.672197503533354,0.99,9,3,4,7
LOC_5b2d7455,-23.58069414066036,-46.585155112314965,2,1945.45,5746.6,Adulto Sozinho,2,1,3,DP_a6e04c58,-23.580882963693625,-46.597846107643335,1.29,5,10,5,7
LOC_930f3ae4,-23.556654199381637,-46.6922096655494,2,10102.86,2128.27,Casal,3,2,2,DP_5af9beb7,-23.54347991050569,-46.675420925446126,2.25,9,8,9,10
LOC_9034e65b,-23.610443582805235,-46.54818493724593,2,2599.36,2374.43,Adulto Sozinho,3,3,2,DP_d8b2af58,-23.60816697866152,-46.539444179453824,0.92,7,4,3,8
LOC_d6df81f3,-23.468080310361614,-46.696593816918224,2,728.11,1786.61,Adulto Sozinho,1,3,4,DP_e85b803d,-23.476551386484136,-46.672197503533354,2.66,9,3,4,6
LOC_f60ba1cc,-23.518316684380355,-46.60491710401449,3,1054.27,2597.7,Casal,4,1,3,DP_016f9fd0,-23.497880501976127,-46.591292407219186,2.66,3,6,1,7
LOC_afc7f06d,-23.63361364158903,-46.63553428754751,2,838.23,2476.98,Família com Crianças,6,6,6,DP_00670d2b,-23.64530423036534,-46.632571571084796,1.33,1,9,1,10
LOC_672ec381,-23.49151388134278,-46.58244141014011,2,472.25,5578.28,Família com Crianças,4,7,1,DP_016f9fd0,-23.497880501976127,-46.591292407219186,1.15,3,6,1,8
LOC_2562164b,-23.574761080073007,-46.685390430154904,2,2820.25,4007.63,Família com Crianças,4,6,1,DP_2292002c,-23.580491623989225,-46.69087774938304,0.85,8,1,6,7
LOC_3eaee53a,-23.54132918418151,-46.56243214624949,3,505.37,4438.45,Família com Crianças,5,8,4,DP_d8734910,-23.547536481487874,-46.56496540563815,0.74,4,8,6,7
LOC_f562c968,-23.617941033561667,-46.667990197511955,1,2646.93,828.51,Família com Crianças,5,5,6,DP_4247720d,-23.608981039033157,-46.663362307985544,1.1,8,9,4,9
LOC_f9b47301,-23.461167358989893,-46.678367373058975,4,866.62,2998.73,Adulto Sozinho,6,7,7,DP_e85b803d,-23.476551386484136,-46.672197503533354,1.82,9,3,4,7
LOC_551f0ce8,-23.561004351413647,-46.71199629614783,3,1178.95,738.71,Família com Crianças,5,5,6,DP_2292002c,-23.580491623989225,-46.69087774938304,3.05,8,1,6,4
LOC_ceb9ea11,-23.41094756020848,-46.611968028842966,4,1157.05,2206.65,Adulto Sozinho,5,3,9,DP_9d82889e,-23.412487099186073,-46.61579868604996,0.43,9,2,8,8
LOC_6602b86f,-23.540833080935265,-46.582473213625754,2,1984.29,3189.46,Família com Crianças,3,4,2,DP_ea4ff28e,-23.539984614076108,-46.58729301667153,0.5,10,7,5,7
LOC_751af6a1,-23.574098449266096,-46.695833673917406,1,233.86,1563.77,Casal,6,1,2,DP_2292002c,-23.580491623989225,-46.69087774938304,0.87,8,1,6,8
LOC_4e27e25e,-23.586141410162824,-46.55153138501834,3,2646.71,1038.51,Adulto Sozinho,3,3,5,DP_d8b2af58,-23.60816697866152,-46.539444179453824,2.74,7,4,3,3
LOC_bcf20a11,-23.468192564031852,-46.7285791988999,1,407.29,2827.27,Casal,3,3,1,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,1.99,10,7,8,7
LOC_29642079,-23.47107512530969,-46.73146693009739,4,585.98,2485.71,Família com Crianças,7,5,8,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,1.92,10,7,8,2
LOC_b91e2b09,-23.539549639529035,-46.51829949272216,3,1446.01,1440.17,Casal,6,5,6,DP_bee23920,-23.5371057126562,-46.509873617866766,0.9,8,3,10,6
LOC_12d45377,-23.60250553445294,-46.77498599017137,1,466.13,500.0,Idosos,3,1,7,DP_343959a8,-23.582683765439054,-46.76817242326442,2.31,3,9,2,8
LOC_d061c0d8,-23.46663870197766,-46.55264758537171,3,740.51,1347.5,Casal,6,3,7,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,1.66,8,6,4,6
LOC_814cd0ef,-23.658275709942572,-46.54489484389398,2,9491.33,3556.71,Família com Crianças,5,4,6,DP_e82396bc,-23.654765833563626,-46.547771504507246,0.49,2,7,8,9
LOC_a6a25e0c,-23.6372115157466,-46.753825572408736,2,772.66,2174.06,Casal,3,6,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.96,3,10,2,7
LOC_2b4dcf68,-23.446290223699606,-46.64638953230046,3,1861.43,777.07,Adulto Sozinho,6,6,7,DP_95a74d50,-23.452744487818617,-46.638285576622025,1.09,3,3,8,7
LOC_ae9f085e,-23.6425043004646,-46.739843438343385,2,633.72,1885.43,Casal,3,3,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,2.68,3,10,2,10
LOC_bfe448d8,-23.50669608332122,-46.71334232908826,2,1614.79,1648.26,Família com Crianças,5,1,6,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,2.62,10,7,8,7
LOC_93b8a1a7,-23.414324815174922,-46.76573505309002,2,1828.39,2678.29,Casal,3,1,2,DP_5efad43c,-23.449178349861636,-46.78862134213231,4.52,4,10,5,6
LOC_de1695fb,-23.531157821376215,-46.55425318704812,4,412.49,3608.76,Família com Crianças,8,10,8,DP_d8734910,-23.547536481487874,-46.56496540563815,2.12,4,8,6,6
LOC_35dcfa93,-23.673538931421525,-46.798190808975676,1,214.55,500.0,Família com Crianças,3,1,2,DP_3fa9402c,-23.643582018815305,-46.79543261504149,3.34,7,5,6,7
LOC_0d135c89,-23.40142097482722,-46.66314921597311,3,862.88,1078.72,Casal,5,5,7,DP_f793fdd2,-23.431616529114766,-46.66263748164485,3.35,6,7,7,5
LOC_da092f30,-23.638609533247767,-46.68501228548354,3,506.1,7616.45,Adulto Sozinho,5,5,7,DP_d3d78729,-23.622196965111417,-46.67848120761651,1.94,2,3,6,6
LOC_0ab04bc1,-23.630436111681753,-46.54644747378727,3,130.33,1473.79,Casal,3,6,3,DP_9143fac9,-23.62815516127242,-46.542894181220035,0.44,4,4,5,6
LOC_ace3e208,-23.576320956396774,-46.597104065503885,2,1638.59,1624.78,Idosos,3,1,4,DP_a6e04c58,-23.580882963693625,-46.597846107643335,0.51,5,10,5,5
LOC_d258369c,-23.65761254894397,-46.6281970226722,1,4389.97,3378.22,Adulto Sozinho,5,1,1,DP_00670d2b,-23.64530423036534,-46.632571571084796,1.44,1,9,1,9
LOC_6e881038,-23.553450106599243,-46.730438453030814,2,3203.05,1745.85,Família com Crianças,4,5,3,DP_eeaf801e,-23.531213276674276,-46.71786423760367,2.78,7,3,5,7
LOC_54cd3cc9,-23.4647604656987,-46.5566488576491,4,3509.98,2231.61,Adulto Sozinho,6,5,5,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,2.08,8,6,4,5
LOC_d7c7a755,-23.588917359938076,-46.67737225116338,2,1036.22,3255.86,Família com Crianças,4,8,4,DP_2292002c,-23.580491623989225,-46.69087774938304,1.66,8,1,6,7
LOC_070be34a,-23.679469738364055,-46.77484667699855,1,5458.86,4432.11,Casal,2,1,6,DP_3fa9402c,-23.643582018815305,-46.79543261504149,4.5,7,5,6,9
LOC_fdafb228,-23.59586623497265,-46.76365396218834,2,553.69,500.0,Adulto Sozinho,6,3,1,DP_343959a8,-23.582683765439054,-46.76817242326442,1.53,3,9,2,8
LOC_29cee7ce,-23.654972475071048,-46.653206734880804,2,574.29,610.02,Família com Crianças,5,7,2,DP_00670d2b,-23.64530423036534,-46.632571571084796,2.36,1,9,1,9
LOC_b1fc2436,-23.486656088755257,-46.52451034982455,3,3128.98,7821.33,Família com Crianças,6,9,2,DP_c17028c9,-23.490063501878993,-46.544020802933176,2.02,3,5,6,10
LOC_d3ed3fef,-23.46356849814125,-46.50760836683709,4,2490.04,2715.59,Família com Crianças,6,7,10,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,3.97,8,6,4,6
LOC_83bc1cfb,-23.5023948354202,-46.5607512241817,3,705.01,3253.02,Família com Crianças,6,6,5,DP_c17028c9,-23.490063501878993,-46.544020802933176,2.18,3,5,6,5
LOC_a9a6d968,-23.502356501343666,-46.72931901684178,3,1476.23,1362.21,Idosos,5,3,6,DP_a54904ce,-23.51353339304898,-46.74593307234313,2.1,5,2,8,8
LOC_f55afc77,-23.685148855948633,-46.57623418086684,2,988.41,3773.68,Família com Crianças,4,4,4,DP_3b1ed2d1,-23.692287237134426,-46.599988112303,2.54,2,7,3,6
LOC_8a4bb206,-23.47672062007834,-46.53583751998533,4,444.14,1661.86,Casal,8,6,6,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,0.76,8,6,4,6
LOC_9f44c6db,-23.4736005395935,-46.5455542625064,3,316.1,2503.49,Família com Crianças,6,7,9,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,0.62,8,6,4,6
LOC_b52aeae5,-23.452650981597596,-46.63586947394828,3,1283.92,3806.83,Casal,7,7,2,DP_95a74d50,-23.452744487818617,-46.638285576622025,0.25,3,3,8,6
LOC_df29d84d,-23.563613928962067,-46.54164996070184,3,1962.39,2099.39,Casal,5,2,5,DP_d8734910,-23.547536481487874,-46.56496540563815,2.97,4,8,6,4
LOC_f8812806,-23.55042486312816,-46.53664003134757,3,2849.26,3782.14,Adulto Sozinho,7,5,2,DP_d8734910,-23.547536481487874,-46.56496540563815,2.9,4,8,6,6
LOC_8d7bb1a7,-23.560177978314545,-46.52187871971962,3,4831.3,5024.98,Adulto Sozinho,7,4,6,DP_bee23920,-23.5371057126562,-46.509873617866766,2.84,8,3,10,4
LOC_b3194e5d,-23.635475678224104,-46.553549880210625,2,279.27,1286.88,Família com Crianças,5,5,3,DP_10a1b32b,-23.62839796787828,-46.56361465380137,1.29,2,7,1,9
LOC_2af563aa,-23.4534566786434,-46.5150491153171,4,2725.72,3271.7,Casal,8,6,3,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,3.99,8,6,4,8
LOC_c407b5b5,-23.586461208553114,-46.6792605487119,2,796.16,3801.55,Adulto Sozinho,3,1,5,DP_2292002c,-23.580491623989225,-46.69087774938304,1.35,8,1,6,5
LOC_13b5f55c,-23.607848087792913,-46.78846416893074,1,940.83,1312.26,Família com Crianças,2,5,1,DP_07311449,-23.630234365078177,-46.79922003486498,2.71,1,4,9,5
LOC_d78c6846,-23.597136009659497,-46.70488820630896,3,2175.52,7196.75,Idosos,7,2,2,DP_105d35a6,-23.603584515220458,-46.70223643187409,0.76,8,9,4,6
LOC_d39971b2,-23.574643704652182,-46.61500166041918,3,2675.87,1796.35,Família com Crianças,6,3,6,DP_0fbca58c,-23.56222740269425,-46.613792866281635,1.38,3,3,7,5
LOC_aacc7152,-23.676590704624946,-46.742801754217425,1,2406.66,500.0,Família com Crianças,6,6,3,DP_92787c0a,-23.63476440130138,-46.71492660975597,5.44,3,10,2,5
LOC_6a756861,-23.54053381802191,-46.67041249583121,3,3732.78,2460.87,Família com Crianças,6,7,7,DP_5af9beb7,-23.54347991050569,-46.675420925446126,0.61,9,8,9,5
LOC_983b5d35,-23.587840970433206,-46.63026606211217,3,7909.45,1300.31,Adulto Sozinho,6,4,2,DP_a00fb47c,-23.562621931093844,-46.63620259607727,2.86,4,10,2,5
LOC_d9c68b98,-23.497272736524277,-46.64918245893867,2,691.26,2643.4,Idosos,3,3,3,DP_2797e0bd,-23.51956257185729,-46.63257593664645,3.0,2,4,3,6
LOC_f62c15e2,-23.627996009983537,-46.65724495208873,1,1321.52,1285.62,Idosos,3,2,2,DP_4247720d,-23.608981039033157,-46.663362307985544,2.2,8,9,4,6
LOC_9321e67d,-23.646243335240314,-46.70051370454243,1,1602.67,500.0,Família com Crianças,2,4,5,DP_92787c0a,-23.63476440130138,-46.71492660975597,1.94,3,10,2,9
LOC_797a73ed,-23.486292733951213,-46.603805217769136,2,1167.11,2074.84,Adulto Sozinho,5,5,4,DP_016f9fd0,-23.497880501976127,-46.591292407219186,1.81,3,6,1,7
LOC_e9b78f17,-23.666078501373345,-46.557823397473626,2,505.65,1957.52,Casal,1,4,1,DP_e82396bc,-23.654765833563626,-46.547771504507246,1.62,2,7,8,7
LOC_dd49a76d,-23.584074479719646,-46.71724910715397,1,1041.44,500.0,Casal,3,1,1,DP_105d35a6,-23.603584515220458,-46.70223643187409,2.65,8,9,4,10
LOC_c48a80c8,-23.474434979344952,-46.55964008084582,3,599.13,3652.86,Casal,5,6,4,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,1.76,8,6,4,6
LOC_106aeda4,-23.6195781281452,-46.73994746707881,2,866.67,773.78,Casal,4,4,3,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.05,3,10,2,7
LOC_1141390c,-23.55805630229216,-46.526864585647544,4,2398.45,1890.11,Idosos,9,6,7,DP_bee23920,-23.5371057126562,-46.509873617866766,2.9,8,3,10,4
LOC_378bca2f,-23.598052485453135,-46.64988264038592,3,9234.74,1420.77,Casal,6,3,7,DP_4247720d,-23.608981039033157,-46.663362307985544,1.83,8,9,4,7
LOC_f7fd8aad,-23.439939876642285,-46.699365431559215,4,869.24,3908.47,Casal,9,6,3,DP_3a71bf58,-23.43519692543406,-46.70158743862493,0.57,7,7,10,6
LOC_9ed4f9c2,-23.401017507253435,-46.7288156735533,1,933.41,500.0,Casal,3,3,2,DP_3a71bf58,-23.43519692543406,-46.70158743862493,4.7,7,7,10,7
LOC_5dd0e5c0,-23.480409456113673,-46.693183444186914,4,1004.65,4735.48,Casal,7,4,6,DP_e85b803d,-23.476551386484136,-46.672197503533354,2.18,9,3,4,5
LOC_5fec36b8,-23.44366641734542,-46.6187738612313,3,2768.36,843.93,Casal,4,4,3,DP_95a74d50,-23.452744487818617,-46.638285576622025,2.23,3,3,8,7
LOC_c3ef9d05,-23.480596914929887,-46.683903664108605,4,1476.36,4061.92,Família com Crianças,8,9,7,DP_e85b803d,-23.476551386484136,-46.672197503533354,1.27,9,3,4,7
LOC_0e8c8e69,-23.63284692634888,-46.58801939026637,2,780.04,7353.45,Adulto Sozinho,7,5,1,DP_10a1b32b,-23.62839796787828,-46.56361465380137,2.53,2,7,1,7
LOC_0b2c7aad,-23.47816221989405,-46.79486457567147,1,874.81,500.0,Adulto Sozinho,3,1,1,DP_5efad43c,-23.449178349861636,-46.78862134213231,3.28,4,10,5,9
LOC_01720b67,-23.65859980750786,-46.73938094563927,2,611.56,1612.51,Família com Crianças,3,8,8,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.63,3,10,2,7
LOC_f38aaa15,-23.564899069785746,-46.6991061446488,3,4110.9,3049.47,Casal,4,1,4,DP_2292002c,-23.580491623989225,-46.69087774938304,1.92,8,1,6,4
LOC_d8197b3e,-23.603950517486705,-46.575815532018346,2,2658.55,2940.37,Família com Crianças,6,7,2,DP_10a1b32b,-23.62839796787828,-46.56361465380137,2.98,2,7,1,8
LOC_4c70fe20,-23.526916790045235,-46.6790385990664,2,184.17,970.0,Casal,4,1,4,DP_5af9beb7,-23.54347991050569,-46.675420925446126,1.88,9,8,9,8
LOC_0476d2ea,-23.460256861466437,-46.51544430855036,4,1567.73,5132.54,Família com Crianças,6,3,6,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,3.46,8,6,4,4
LOC_6066ab98,-23.439173891465213,-46.54335043578164,4,2097.47,8784.21,Família com Crianças,6,8,6,DP_add8a21a,-23.445722312961912,-46.579277303118424,3.73,3,6,10,4
LOC_21cd9015,-23.65939251325619,-46.78738565560941,1,902.91,675.38,Casal,3,1,1,DP_3fa9402c,-23.643582018815305,-46.79543261504149,1.94,7,5,6,7
LOC_00446770,-23.699524561194842,-46.6787503862224,2,906.0,3557.09,Casal,7,4,5,DP_9fb30649,-23.683465897524272,-46.60587669044847,7.62,2,4,2,5
LOC_79b454e5,-23.617006141532382,-46.69088672240537,3,1856.81,1153.71,Família com Crianças,7,6,6,DP_d3d78729,-23.622196965111417,-46.67848120761651,1.39,2,3,6,6
LOC_6c6f0f4b,-23.615247614439653,-46.72696696734944,2,3005.28,2378.08,Casal,3,4,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,2.49,3,10,2,9
LOC_03c41f2b,-23.479458576284664,-46.75904610774484,4,3483.63,4925.02,Família com Crianças,7,7,9,DP_803fe971,-23.482326056051757,-46.76214704832643,0.45,10,1,1,6
LOC_9cae9684,-23.46608442197314,-46.600334495103084,2,4228.11,3816.13,Casal,4,4,4,DP_add8a21a,-23.445722312961912,-46.579277303118424,3.12,3,6,10,6
LOC_969d2197,-23.4218892363644,-46.76014487757783,3,214.76,1145.36,Casal,6,3,4,DP_5efad43c,-23.449178349861636,-46.78862134213231,4.19,4,10,5,4
LOC_fac69871,-23.474497908948294,-46.642002924420936,3,1465.52,2453.72,Família com Crianças,3,6,6,DP_95a74d50,-23.452744487818617,-46.638285576622025,2.44,3,3,8,5
LOC_b5378242,-23.513716775814036,-46.56023244299034,3,320.61,2313.91,Família com Crianças,5,3,8,DP_c17028c9,-23.490063501878993,-46.544020802933176,3.1,3,5,6,8
LOC_5393ee3c,-23.436176192560307,-46.705915952158215,3,1782.54,1611.75,Família com Crianças,6,3,8,DP_3a71bf58,-23.43519692543406,-46.70158743862493,0.45,7,7,10,7
LOC_31a7d962,-23.40350402795552,-46.796182685364805,2,1563.71,1704.07,Casal,6,5,4,DP_5efad43c,-23.449178349861636,-46.78862134213231,5.13,4,10,5,5
LOC_b5d9d6e5,-23.48185902759392,-46.542998073453276,2,327.51,4355.55,Família com Crianças,7,6,4,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,0.36,8,6,4,8
LOC_56a40f48,-23.484574677035475,-46.50447595808645,4,4089.12,3379.9,Adulto Sozinho,9,6,8,DP_bf7dae2b,-23.511500995954705,-46.5273576580429,3.79,1,10,9,2
LOC_4d00421c,-23.516721942948667,-46.539449305085064,3,1876.07,3227.9,Idosos,7,4,4,DP_bf7dae2b,-23.511500995954705,-46.5273576580429,1.36,1,10,9,6
LOC_b9bcb56d,-23.538385793280916,-46.656327016296714,2,661.19,12247.36,Casal,3,3,3,DP_c3143460,-23.536034150499972,-46.66301473004276,0.73,9,1,7,9
LOC_45fbeb71,-23.420549726090794,-46.553585453393374,2,1389.02,6710.4,Casal,5,1,1,DP_add8a21a,-23.445722312961912,-46.579277303118424,3.83,3,6,10,7
LOC_d6d35187,-23.441080086139575,-46.75510972630153,1,906.77,500.0,Adulto Sozinho,5,4,1,DP_5efad43c,-23.449178349861636,-46.78862134213231,3.53,4,10,5,8
LOC_bbb4e727,-23.561443027564337,-46.62432303891861,4,861.05,1484.57,Idosos,5,6,7,DP_212e2a78,-23.559714587099716,-46.618339810731236,0.64,5,9,10,5
LOC_7dc5836f,-23.5839959542656,-46.53705953366108,4,2723.88,4426.01,Família com Crianças,8,6,3,DP_d8b2af58,-23.60816697866152,-46.539444179453824,2.69,7,4,3,5
LOC_fa050144,-23.4519226599714,-46.587458607830584,4,2252.57,3359.23,Casal,6,5,4,DP_add8a21a,-23.445722312961912,-46.579277303118424,1.08,3,6,10,4
LOC_ec1a7e35,-23.471405623768984,-46.508086755203976,4,1188.67,893.05,Adulto Sozinho,8,4,6,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,3.64,8,6,4,4
LOC_4fe563a3,-23.520354339786643,-46.56788685793534,3,2504.88,3543.29,Casal,6,7,2,DP_ea4ff28e,-23.539984614076108,-46.58729301667153,2.94,10,7,5,6
LOC_d24ac9f5,-23.691842240602973,-46.60891330248163,2,423.25,1794.74,Casal,3,6,4,DP_3b1ed2d1,-23.692287237134426,-46.599988112303,0.91,2,7,3,7
LOC_4bdbdbed,-23.555203266057028,-46.68314549592387,3,373.22,1987.25,Família com Crianças,5,3,3,DP_5af9beb7,-23.54347991050569,-46.675420925446126,1.52,9,8,9,7
LOC_1eb1136b,-23.486225604868054,-46.74765480993756,2,281.96,1986.9,Adulto Sozinho,4,6,3,DP_803fe971,-23.482326056051757,-46.76214704832643,1.54,10,1,1,7
LOC_1328cf38,-23.630829296049246,-46.65338028602005,3,569.99,2519.74,Adulto Sozinho,5,5,9,DP_4247720d,-23.608981039033157,-46.663362307985544,2.63,8,9,4,5
LOC_76acb80c,-23.653178090206023,-46.67052557973258,2,170.85,3855.95,Família com Crianças,4,4,7,DP_d3d78729,-23.622196965111417,-46.67848120761651,3.53,2,3,6,7
LOC_049895b6,-23.606661024079916,-46.6472884293704,2,561.68,2469.31,Família com Crianças,5,4,4,DP_4247720d,-23.608981039033157,-46.663362307985544,1.66,8,9,4,5
LOC_2db577c9,-23.44465845608259,-46.69604591445699,3,1645.74,5417.08,Casal,7,4,6,DP_3a71bf58,-23.43519692543406,-46.70158743862493,1.19,7,7,10,6
LOC_23bb147e,-23.57075940807693,-46.508795340120464,4,1754.78,4897.58,Idosos,8,6,9,DP_bee23920,-23.5371057126562,-46.509873617866766,3.74,8,3,10,1
LOC_8d16d53b,-23.60919819547892,-46.50046273042442,4,2864.63,2681.94,Família com Crianças,10,9,8,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.97,7,4,3,2
LOC_f99b09d9,-23.61829141080667,-46.649840602103666,1,518.26,1683.44,Família com Crianças,1,4,4,DP_4247720d,-23.608981039033157,-46.663362307985544,1.72,8,9,4,7
LOC_243bceeb,-23.487243175777564,-46.756970850938295,2,633.23,2882.88,Idosos,2,4,3,DP_803fe971,-23.482326056051757,-46.76214704832643,0.76,10,1,1,10
LOC_45f3150d,-23.414005083741998,-46.61957716657277,4,773.79,2095.42,Família com Crianças,9,9,9,DP_9d82889e,-23.412487099186073,-46.61579868604996,0.42,9,2,8,4
LOC_cbce34a2,-23.465797697618786,-46.72535701712777,2,729.13,3265.9,Família com Crianças,3,7,5,DP_0ebff7ba,-23.483499439277384,-46.71833794171456,2.09,10,7,8,6
LOC_03da1dcf,-23.603021710542315,-46.636419594103295,2,1158.45,3411.33,Adulto Sozinho,2,1,4,DP_4247720d,-23.608981039033157,-46.663362307985544,2.82,8,9,4,5
LOC_6853e3e0,-23.47810561484504,-46.63385339535497,2,613.33,2374.25,Família com Crianças,5,8,4,DP_95a74d50,-23.452744487818617,-46.638285576622025,2.85,3,3,8,7
LOC_eafda2eb,-23.42946740994006,-46.70279766502191,4,303.91,3588.06,Família com Crianças,7,7,6,DP_3a71bf58,-23.43519692543406,-46.70158743862493,0.65,7,7,10,3
LOC_4c4924da,-23.674669227171062,-46.574601048435674,3,1177.5,2535.1,Adulto Sozinho,4,2,4,DP_3b1ed2d1,-23.692287237134426,-46.599988112303,3.24,2,7,3,4
LOC_84d140bb,-23.41734247587817,-46.747087067012956,3,898.95,2303.64,Família com Crianças,7,3,3,DP_3a71bf58,-23.43519692543406,-46.70158743862493,5.04,7,7,10,7
